ticker,reason,evidence
IQIN,"IBKR contract database returned no matching contract (sweep 2026-07-25); last daily bar 2024-11-20, before the catalog cutoff 2026-05-01 — consistent with delisting","_bmad-output/implementation-artifacts/venue-backfill-evidence/results.csv row 'IQIN' (outcome=not_found, 20.004s, 2 attempt(s)); catalog_instruments.date_range_end_daily=2024-11-20"
IRBO,"IBKR contract database returned no matching contract (sweep 2026-07-25); last daily bar 2024-08-09, before the catalog cutoff 2026-05-01 — consistent with delisting","_bmad-output/implementation-artifacts/venue-backfill-evidence/results.csv row 'IRBO' (outcome=not_found, 20.005s, 2 attempt(s)); catalog_instruments.date_range_end_daily=2024-08-09"
IRET,"IBKR contract database returned no matching contract (sweep 2026-07-25); last daily bar 2026-04-30, before the catalog cutoff 2026-05-01 — consistent with delisting","_bmad-output/implementation-artifacts/venue-backfill-evidence/results.csv row 'IRET' (outcome=not_found, 20.004s, 2 attempt(s)); catalog_instruments.date_range_end_daily=2026-04-30"
ISDB,"IBKR contract database returned no matching contract (sweep 2026-07-25); last daily bar 2025-02-21, before the catalog cutoff 2026-05-01 — consistent with delisting","_bmad-output/implementation-artifacts/venue-backfill-evidence/results.csv row 'ISDB' (outcome=not_found, 20.002s, 2 attempt(s)); catalog_instruments.date_range_end_daily=2025-02-21"
ISDX,"IBKR contract database returned no matching contract (sweep 2026-07-25); last daily bar 2023-03-30, before the catalog cutoff 2026-05-01 — consistent with delisting","_bmad-output/implementation-artifacts/venue-backfill-evidence/results.csv row 'ISDX' (outcome=not_found, 20.006s, 2 attempt(s)); catalog_instruments.date_range_end_daily=2023-03-30"
ISEM,"IBKR contract database returned no matching contract (sweep 2026-07-25); last daily bar 2023-03-30, before the catalog cutoff 2026-05-01 — consistent with delisting","_bmad-output/implementation-artifacts/venue-backfill-evidence/results.csv row 'ISEM' (outcome=not_found, 20.006s, 2 attempt(s)); catalog_instruments.date_range_end_daily=2023-03-30"
ISZE,"IBKR contract database returned no matching contract (sweep 2026-07-25); last daily bar 2024-08-12, before the catalog cutoff 2026-05-01 — consistent with delisting","_bmad-output/implementation-artifacts/venue-backfill-evidence/results.csv row 'ISZE' (outcome=not_found, 20.004s, 2 attempt(s)); catalog_instruments.date_range_end_daily=2024-08-12"
ITDA,"IBKR contract database returned no matching contract (sweep 2026-07-25); last daily bar 2024-11-15, before the catalog cutoff 2026-05-01 — consistent with delisting","_bmad-output/implementation-artifacts/venue-backfill-evidence/results.csv row 'ITDA' (outcome=not_found, 20.006s, 2 attempt(s)); catalog_instruments.date_range_end_daily=2024-11-15"
IUSS,"IBKR contract database returned no matching contract (sweep 2026-07-25); last daily bar 2023-03-30, before the catalog cutoff 2026-05-01 — consistent with delisting","_bmad-output/implementation-artifacts/venue-backfill-evidence/results.csv row 'IUSS' (outcome=not_found, 20.004s, 2 attempt(s)); catalog_instruments.date_range_end_daily=2023-03-30"
IVDG,"IBKR contract database returned no matching contract (sweep 2026-07-25); last daily bar 2023-03-30, before the catalog cutoff 2026-05-01 — consistent with delisting","_bmad-output/implementation-artifacts/venue-backfill-evidence/results.csv row 'IVDG' (outcome=not_found, 20.004s, 2 attempt(s)); catalog_instruments.date_range_end_daily=2023-03-30"
IVEG,"IBKR contract database returned no matching contract (sweep 2026-07-25); last daily bar 2025-08-18, before the catalog cutoff 2026-05-01 — consistent with delisting","_bmad-output/implementation-artifacts/venue-backfill-evidence/results.csv row 'IVEG' (outcome=not_found, 20.004s, 2 attempt(s)); catalog_instruments.date_range_end_daily=2025-08-18"
IVLC,"IBKR contract database returned no matching contract (sweep 2026-07-25); last daily bar 2023-03-30, before the catalog cutoff 2026-05-01 — consistent with delisting","_bmad-output/implementation-artifacts/venue-backfill-evidence/results.csv row 'IVLC' (outcome=not_found, 20.005s, 2 attempt(s)); catalog_instruments.date_range_end_daily=2023-03-30"
IVRA,"IBKR contract database returned no matching contract (sweep 2026-07-25); last daily bar 2026-02-23, before the catalog cutoff 2026-05-01 — consistent with delisting","_bmad-output/implementation-artifacts/venue-backfill-evidence/results.csv row 'IVRA' (outcome=not_found, 20.004s, 2 attempt(s)); catalog_instruments.date_range_end_daily=2026-02-23"
IVSG,"IBKR contract database returned no matching contract (sweep 2026-07-25); last daily bar 2023-03-30, before the catalog cutoff 2026-05-01 — consistent with delisting","_bmad-output/implementation-artifacts/venue-backfill-evidence/results.csv row 'IVSG' (outcome=not_found, 20.007s, 2 attempt(s)); catalog_instruments.date_range_end_daily=2023-03-30"
IWFH,"IBKR contract database returned no matching contract (sweep 2026-07-25); last daily bar 2024-08-12, before the catalog cutoff 2026-05-01 — consistent with delisting","_bmad-output/implementation-artifacts/venue-backfill-evidence/results.csv row 'IWFH' (outcome=not_found, 20.005s, 2 attempt(s)); catalog_instruments.date_range_end_daily=2024-08-12"
IWIN,"IBKR contract database returned no matching contract (sweep 2026-07-25); last daily bar 2024-09-03, before the catalog cutoff 2026-05-01 — consistent with delisting","_bmad-output/implementation-artifacts/venue-backfill-evidence/results.csv row 'IWIN' (outcome=not_found, 20.004s, 2 attempt(s)); catalog_instruments.date_range_end_daily=2024-09-03"
IWTR,"IBKR contract database returned no matching contract (sweep 2026-07-25); last daily bar 2025-08-18, before the catalog cutoff 2026-05-01 — consistent with delisting","_bmad-output/implementation-artifacts/venue-backfill-evidence/results.csv row 'IWTR' (outcome=not_found, 20.004s, 2 attempt(s)); catalog_instruments.date_range_end_daily=2025-08-18"
IXSE,"IBKR contract database returned no matching contract (sweep 2026-07-25); last daily bar 2023-10-20, before the catalog cutoff 2026-05-01 — consistent with delisting","_bmad-output/implementation-artifacts/venue-backfill-evidence/results.csv row 'IXSE' (outcome=not_found, 20.002s, 2 attempt(s)); catalog_instruments.date_range_end_daily=2023-10-20"
JCTR,"IBKR contract database returned no matching contract (sweep 2026-07-25); last daily bar 2025-10-03, before the catalog cutoff 2026-05-01 — consistent with delisting","_bmad-output/implementation-artifacts/venue-backfill-evidence/results.csv row 'JCTR' (outcome=not_found, 20.005s, 2 attempt(s)); catalog_instruments.date_range_end_daily=2025-10-03"
JFWD,"IBKR contract database returned no matching contract (sweep 2026-07-25); last daily bar 2024-12-20, before the catalog cutoff 2026-05-01 — consistent with delisting","_bmad-output/implementation-artifacts/venue-backfill-evidence/results.csv row 'JFWD' (outcome=not_found, 20.007s, 2 attempt(s)); catalog_instruments.date_range_end_daily=2024-12-20"
JIDA,"IBKR contract database returned no matching contract (sweep 2026-07-25); last daily bar 2023-10-10, before the catalog cutoff 2026-05-01 — consistent with delisting","_bmad-output/implementation-artifacts/venue-backfill-evidence/results.csv row 'JIDA' (outcome=not_found, 20.008s, 2 attempt(s)); catalog_instruments.date_range_end_daily=2023-10-10"
JJA,"IBKR contract database returned no matching contract (sweep 2026-07-25); last daily bar 2023-06-08, before the catalog cutoff 2026-05-01 — consistent with delisting","_bmad-output/implementation-artifacts/venue-backfill-evidence/results.csv row 'JJA' (outcome=not_found, 20.004s, 2 attempt(s)); catalog_instruments.date_range_end_daily=2023-06-08"
JJC,"IBKR contract database returned no matching contract (sweep 2026-07-25); last daily bar 2023-06-08, before the catalog cutoff 2026-05-01 — consistent with delisting","_bmad-output/implementation-artifacts/venue-backfill-evidence/results.csv row 'JJC' (outcome=not_found, 20.003s, 2 attempt(s)); catalog_instruments.date_range_end_daily=2023-06-08"
JJE,"IBKR contract database returned no matching contract (sweep 2026-07-25); last daily bar 2023-06-07, before the catalog cutoff 2026-05-01 — consistent with delisting","_bmad-output/implementation-artifacts/venue-backfill-evidence/results.csv row 'JJE' (outcome=not_found, 20.003s, 2 attempt(s)); catalog_instruments.date_range_end_daily=2023-06-07"
JJG,"IBKR contract database returned no matching contract (sweep 2026-07-25); last daily bar 2023-06-07, before the catalog cutoff 2026-05-01 — consistent with delisting","_bmad-output/implementation-artifacts/venue-backfill-evidence/results.csv row 'JJG' (outcome=not_found, 20.005s, 2 attempt(s)); catalog_instruments.date_range_end_daily=2023-06-07"
JJM,"IBKR contract database returned no matching contract (sweep 2026-07-25); last daily bar 2023-06-08, before the catalog cutoff 2026-05-01 — consistent with delisting","_bmad-output/implementation-artifacts/venue-backfill-evidence/results.csv row 'JJM' (outcome=not_found, 20.004s, 2 attempt(s)); catalog_instruments.date_range_end_daily=2023-06-08"
JJN,"IBKR contract database returned no matching contract (sweep 2026-07-25); last daily bar 2023-06-07, before the catalog cutoff 2026-05-01 — consistent with delisting","_bmad-output/implementation-artifacts/venue-backfill-evidence/results.csv row 'JJN' (outcome=not_found, 20.003s, 2 attempt(s)); catalog_instruments.date_range_end_daily=2023-06-07"
JJP,"IBKR contract database returned no matching contract (sweep 2026-07-25); last daily bar 2023-06-07, before the catalog cutoff 2026-05-01 — consistent with delisting","_bmad-output/implementation-artifacts/venue-backfill-evidence/results.csv row 'JJP' (outcome=not_found, 20.004s, 2 attempt(s)); catalog_instruments.date_range_end_daily=2023-06-07"
JJS,"IBKR contract database returned no matching contract (sweep 2026-07-25); last daily bar 2023-06-07, before the catalog cutoff 2026-05-01 — consistent with delisting","_bmad-output/implementation-artifacts/venue-backfill-evidence/results.csv row 'JJS' (outcome=not_found, 20.006s, 2 attempt(s)); catalog_instruments.date_range_end_daily=2023-06-07"
JJT,"IBKR contract database returned no matching contract (sweep 2026-07-25); last daily bar 2023-06-07, before the catalog cutoff 2026-05-01 — consistent with delisting","_bmad-output/implementation-artifacts/venue-backfill-evidence/results.csv row 'JJT' (outcome=not_found, 20.008s, 2 attempt(s)); catalog_instruments.date_range_end_daily=2023-06-07"
JJU,"IBKR contract database returned no matching contract (sweep 2026-07-25); last daily bar 2023-06-07, before the catalog cutoff 2026-05-01 — consistent with delisting","_bmad-output/implementation-artifacts/venue-backfill-evidence/results.csv row 'JJU' (outcome=not_found, 20.010s, 2 attempt(s)); catalog_instruments.date_range_end_daily=2023-06-07"
JO,"IBKR contract database returned no matching contract (sweep 2026-07-25); last daily bar 2023-06-08, before the catalog cutoff 2026-05-01 — consistent with delisting","_bmad-output/implementation-artifacts/venue-backfill-evidence/results.csv row 'JO' (outcome=not_found, 20.006s, 2 attempt(s)); catalog_instruments.date_range_end_daily=2023-06-08"
JPMO,"IBKR contract database returned no matching contract (sweep 2026-07-25); last daily bar 2026-02-27, before the catalog cutoff 2026-05-01 — consistent with delisting","_bmad-output/implementation-artifacts/venue-backfill-evidence/results.csv row 'JPMO' (outcome=not_found, 20.006s, 2 attempt(s)); catalog_instruments.date_range_end_daily=2026-02-27"
JRNY,"IBKR contract database returned no matching contract (sweep 2026-07-25); last daily bar 2024-10-17, before the catalog cutoff 2026-05-01 — consistent with delisting","_bmad-output/implementation-artifacts/venue-backfill-evidence/results.csv row 'JRNY' (outcome=not_found, 20.009s, 2 attempt(s)); catalog_instruments.date_range_end_daily=2024-10-17"
JULD,"IBKR contract database returned no matching contract (sweep 2026-07-25); last daily bar 2025-07-01, before the catalog cutoff 2026-05-01 — consistent with delisting","_bmad-output/implementation-artifacts/venue-backfill-evidence/results.csv row 'JULD' (outcome=not_found, 20.007s, 2 attempt(s)); catalog_instruments.date_range_end_daily=2025-07-01"
JULQ,"IBKR contract database returned no matching contract (sweep 2026-07-25); last daily bar 2025-07-01, before the catalog cutoff 2026-05-01 — consistent with delisting","_bmad-output/implementation-artifacts/venue-backfill-evidence/results.csv row 'JULQ' (outcome=not_found, 20.006s, 2 attempt(s)); catalog_instruments.date_range_end_daily=2025-07-01"
JUNE,"IBKR contract database returned no matching contract (sweep 2026-07-25); last daily bar 2025-05-30, before the catalog cutoff 2026-05-01 — consistent with delisting","_bmad-output/implementation-artifacts/venue-backfill-evidence/results.csv row 'JUNE' (outcome=not_found, 20.005s, 2 attempt(s)); catalog_instruments.date_range_end_daily=2025-05-30"
JZRO,"IBKR contract database returned no matching contract (sweep 2026-07-25); last daily bar 2023-10-19, before the catalog cutoff 2026-05-01 — consistent with delisting","_bmad-output/implementation-artifacts/venue-backfill-evidence/results.csv row 'JZRO' (outcome=not_found, 20.010s, 2 attempt(s)); catalog_instruments.date_range_end_daily=2023-10-19"
KALL,"IBKR contract database returned no matching contract (sweep 2026-07-25); last daily bar 2025-05-20, before the catalog cutoff 2026-05-01 — consistent with delisting","_bmad-output/implementation-artifacts/venue-backfill-evidence/results.csv row 'KALL' (outcome=not_found, 20.006s, 2 attempt(s)); catalog_instruments.date_range_end_daily=2025-05-20"
KBND,"IBKR contract database returned no matching contract (sweep 2026-07-25); last daily bar 2024-03-14, before the catalog cutoff 2026-05-01 — consistent with delisting","_bmad-output/implementation-artifacts/venue-backfill-evidence/results.csv row 'KBND' (outcome=not_found, 20.007s, 2 attempt(s)); catalog_instruments.date_range_end_daily=2024-03-14"
KBUY,"IBKR contract database returned no matching contract (sweep 2026-07-25); last daily bar 2024-03-14, before the catalog cutoff 2026-05-01 — consistent with delisting","_bmad-output/implementation-artifacts/venue-backfill-evidence/results.csv row 'KBUY' (outcome=not_found, 20.005s, 2 attempt(s)); catalog_instruments.date_range_end_daily=2024-03-14"
KBWR,"IBKR contract database returned no matching contract (sweep 2026-07-25); last daily bar 2026-02-20, before the catalog cutoff 2026-05-01 — consistent with delisting","_bmad-output/implementation-artifacts/venue-backfill-evidence/results.csv row 'KBWR' (outcome=not_found, 20.010s, 2 attempt(s)); catalog_instruments.date_range_end_daily=2026-02-20"
KDIV,"IBKR contract database returned no matching contract (sweep 2026-07-25); last daily bar 2024-09-06, before the catalog cutoff 2026-05-01 — consistent with delisting","_bmad-output/implementation-artifacts/venue-backfill-evidence/results.csv row 'KDIV' (outcome=not_found, 20.006s, 2 attempt(s)); catalog_instruments.date_range_end_daily=2024-09-06"
KEJI,"IBKR contract database returned no matching contract (sweep 2026-07-25); last daily bar 2023-11-10, before the catalog cutoff 2026-05-01 — consistent with delisting","_bmad-output/implementation-artifacts/venue-backfill-evidence/results.csv row 'KEJI' (outcome=not_found, 20.006s, 2 attempt(s)); catalog_instruments.date_range_end_daily=2023-11-10"
KEM,"IBKR contract database returned no matching contract (sweep 2026-07-25); last daily bar 2025-05-20, before the catalog cutoff 2026-05-01 — consistent with delisting","_bmad-output/implementation-artifacts/venue-backfill-evidence/results.csv row 'KEM' (outcome=not_found, 20.009s, 2 attempt(s)); catalog_instruments.date_range_end_daily=2025-05-20"
KESG,"IBKR contract database returned no matching contract (sweep 2026-07-25); last daily bar 2023-10-18, before the catalog cutoff 2026-05-01 — consistent with delisting","_bmad-output/implementation-artifacts/venue-backfill-evidence/results.csv row 'KESG' (outcome=not_found, 20.014s, 2 attempt(s)); catalog_instruments.date_range_end_daily=2023-10-18"
KEUA,"IBKR contract database returned no matching contract (sweep 2026-07-25); last daily bar 2026-03-13, before the catalog cutoff 2026-05-01 — consistent with delisting","_bmad-output/implementation-artifacts/venue-backfill-evidence/results.csv row 'KEUA' (outcome=not_found, 20.008s, 2 attempt(s)); catalog_instruments.date_range_end_daily=2026-03-13"
KFVG,"IBKR contract database returned no matching contract (sweep 2026-07-25); last daily bar 2024-09-19, before the catalog cutoff 2026-05-01 — consistent with delisting","_bmad-output/implementation-artifacts/venue-backfill-evidence/results.csv row 'KFVG' (outcome=not_found, 20.004s, 2 attempt(s)); catalog_instruments.date_range_end_daily=2024-09-19"
KFYP,"IBKR contract database returned no matching contract (sweep 2026-07-25); last daily bar 2023-10-18, before the catalog cutoff 2026-05-01 — consistent with delisting","_bmad-output/implementation-artifacts/venue-backfill-evidence/results.csv row 'KFYP' (outcome=not_found, 20.010s, 2 attempt(s)); catalog_instruments.date_range_end_daily=2023-10-18"
KLCD,"IBKR contract database returned no matching contract (sweep 2026-07-25); last daily bar 2023-02-01, before the catalog cutoff 2026-05-01 — consistent with delisting","_bmad-output/implementation-artifacts/venue-backfill-evidence/results.csv row 'KLCD' (outcome=not_found, 20.004s, 2 attempt(s)); catalog_instruments.date_range_end_daily=2023-02-01"
KLDW,"IBKR contract database returned no matching contract (sweep 2026-07-25); last daily bar 2024-07-19, before the catalog cutoff 2026-05-01 — consistent with delisting","_bmad-output/implementation-artifacts/venue-backfill-evidence/results.csv row 'KLDW' (outcome=not_found, 20.007s, 2 attempt(s)); catalog_instruments.date_range_end_daily=2024-07-19"
KLNE,"IBKR contract database returned no matching contract (sweep 2026-07-25); last daily bar 2024-07-19, before the catalog cutoff 2026-05-01 — consistent with delisting","_bmad-output/implementation-artifacts/venue-backfill-evidence/results.csv row 'KLNE' (outcome=not_found, 20.004s, 2 attempt(s)); catalog_instruments.date_range_end_daily=2024-07-19"
KLXY,"IBKR contract database returned no matching contract (sweep 2026-07-25); last daily bar 2026-03-13, before the catalog cutoff 2026-05-01 — consistent with delisting","_bmad-output/implementation-artifacts/venue-backfill-evidence/results.csv row 'KLXY' (outcome=not_found, 20.007s, 2 attempt(s)); catalog_instruments.date_range_end_daily=2026-03-13"
KMED,"IBKR contract database returned no matching contract (sweep 2026-07-25); last daily bar 2023-10-18, before the catalog cutoff 2026-05-01 — consistent with delisting","_bmad-output/implementation-artifacts/venue-backfill-evidence/results.csv row 'KMED' (outcome=not_found, 20.006s, 2 attempt(s)); catalog_instruments.date_range_end_daily=2023-10-18"
KMET,"IBKR contract database returned no matching contract (sweep 2026-07-25); last daily bar 2024-09-19, before the catalog cutoff 2026-05-01 — consistent with delisting","_bmad-output/implementation-artifacts/venue-backfill-evidence/results.csv row 'KMET' (outcome=not_found, 20.007s, 2 attempt(s)); catalog_instruments.date_range_end_daily=2024-09-19"
KNGS,"IBKR contract database returned no matching contract (sweep 2026-07-25); last daily bar 2024-11-27, before the catalog cutoff 2026-05-01 — consistent with delisting","_bmad-output/implementation-artifacts/venue-backfill-evidence/results.csv row 'KNGS' (outcome=not_found, 20.006s, 2 attempt(s)); catalog_instruments.date_range_end_daily=2024-11-27"
KOCG,"IBKR contract database returned no matching contract (sweep 2026-07-25); last daily bar 2025-07-18, before the catalog cutoff 2026-05-01 — consistent with delisting","_bmad-output/implementation-artifacts/venue-backfill-evidence/results.csv row 'KOCG' (outcome=not_found, 20.005s, 2 attempt(s)); catalog_instruments.date_range_end_daily=2025-07-18"
KOIN,"IBKR contract database returned no matching contract (sweep 2026-07-25); last daily bar 2024-05-22, before the catalog cutoff 2026-05-01 — consistent with delisting","_bmad-output/implementation-artifacts/venue-backfill-evidence/results.csv row 'KOIN' (outcome=not_found, 20.005s, 2 attempt(s)); catalog_instruments.date_range_end_daily=2024-05-22"
KPOP,"IBKR contract database returned no matching contract (sweep 2026-07-25); last daily bar 2025-04-01, before the catalog cutoff 2026-05-01 — consistent with delisting","_bmad-output/implementation-artifacts/venue-backfill-evidence/results.csv row 'KPOP' (outcome=not_found, 20.004s, 2 attempt(s)); catalog_instruments.date_range_end_daily=2025-04-01"
KRMA,"IBKR contract database returned no matching contract (sweep 2026-07-25); traded to the catalog cutoff 2026-05-01, so delisted between then and the sweep","_bmad-output/implementation-artifacts/venue-backfill-evidence/results.csv row 'KRMA' (outcome=not_found, 20.008s, 2 attempt(s)); catalog_instruments.date_range_end_daily=2026-05-01"
KRUZ,"IBKR contract database returned no matching contract (sweep 2026-07-25); last daily bar 2025-03-20, before the catalog cutoff 2026-05-01 — consistent with delisting","_bmad-output/implementation-artifacts/venue-backfill-evidence/results.csv row 'KRUZ' (outcome=not_found, 20.002s, 2 attempt(s)); catalog_instruments.date_range_end_daily=2025-03-20"
KSEA,"IBKR contract database returned no matching contract (sweep 2026-07-25); last daily bar 2025-05-20, before the catalog cutoff 2026-05-01 — consistent with delisting","_bmad-output/implementation-artifacts/venue-backfill-evidence/results.csv row 'KSEA' (outcome=not_found, 20.006s, 2 attempt(s)); catalog_instruments.date_range_end_daily=2025-05-20"
LAYS,"IBKR contract database returned no matching contract (sweep 2026-07-25); last daily bar 2026-04-23, before the catalog cutoff 2026-05-01 — consistent with delisting","_bmad-output/implementation-artifacts/venue-backfill-evidence/results.csv row 'LAYS' (outcome=not_found, 20.005s, 2 attempt(s)); catalog_instruments.date_range_end_daily=2026-04-23"
LCDL,"IBKR contract database returned no matching contract (sweep 2026-07-25); traded to the catalog cutoff 2026-05-01, so delisted between then and the sweep","_bmad-output/implementation-artifacts/venue-backfill-evidence/results.csv row 'LCDL' (outcome=not_found, 20.001s, 2 attempt(s)); catalog_instruments.date_range_end_daily=2026-05-01"
LCG,"IBKR contract database returned no matching contract (sweep 2026-07-25); last daily bar 2025-11-17, before the catalog cutoff 2026-05-01 — consistent with delisting","_bmad-output/implementation-artifacts/venue-backfill-evidence/results.csv row 'LCG' (outcome=not_found, 20.007s, 2 attempt(s)); catalog_instruments.date_range_end_daily=2025-11-17"
LD,"IBKR contract database returned no matching contract (sweep 2026-07-25); last daily bar 2023-06-07, before the catalog cutoff 2026-05-01 — consistent with delisting","_bmad-output/implementation-artifacts/venue-backfill-evidence/results.csv row 'LD' (outcome=not_found, 20.006s, 2 attempt(s)); catalog_instruments.date_range_end_daily=2023-06-07"
LEAD,"IBKR contract database returned no matching contract (sweep 2026-07-25); traded to the catalog cutoff 2026-05-01, so delisted between then and the sweep","_bmad-output/implementation-artifacts/venue-backfill-evidence/results.csv row 'LEAD' (outcome=not_found, 20.002s, 2 attempt(s)); catalog_instruments.date_range_end_daily=2026-05-01"
LIVR,"IBKR contract database returned no matching contract (sweep 2026-07-25); last daily bar 2025-09-26, before the catalog cutoff 2026-05-01 — consistent with delisting","_bmad-output/implementation-artifacts/venue-backfill-evidence/results.csv row 'LIVR' (outcome=not_found, 20.005s, 2 attempt(s)); catalog_instruments.date_range_end_daily=2025-09-26"
LMBO,"IBKR contract database returned no matching contract (sweep 2026-07-25); last daily bar 2026-04-10, before the catalog cutoff 2026-05-01 — consistent with delisting","_bmad-output/implementation-artifacts/venue-backfill-evidence/results.csv row 'LMBO' (outcome=not_found, 20.005s, 2 attempt(s)); catalog_instruments.date_range_end_daily=2026-04-10"
LNGG,"IBKR contract database returned no matching contract (sweep 2026-07-25); last daily bar 2024-11-27, before the catalog cutoff 2026-05-01 — consistent with delisting","_bmad-output/implementation-artifacts/venue-backfill-evidence/results.csv row 'LNGG' (outcome=not_found, 20.006s, 2 attempt(s)); catalog_instruments.date_range_end_daily=2024-11-27"
LNGZ,"IBKR contract database returned no matching contract (sweep 2026-07-25); last daily bar 2025-05-13, before the catalog cutoff 2026-05-01 — consistent with delisting","_bmad-output/implementation-artifacts/venue-backfill-evidence/results.csv row 'LNGZ' (outcome=not_found, 20.005s, 2 attempt(s)); catalog_instruments.date_range_end_daily=2025-05-13"
LQIG,"IBKR contract database returned no matching contract (sweep 2026-07-25); traded to the catalog cutoff 2026-05-01, so delisted between then and the sweep","_bmad-output/implementation-artifacts/venue-backfill-evidence/results.csv row 'LQIG' (outcome=not_found, 20.008s, 2 attempt(s)); catalog_instruments.date_range_end_daily=2026-05-01"
LQPE,"IBKR contract database returned no matching contract (sweep 2026-07-25); last daily bar 2026-03-23, before the catalog cutoff 2026-05-01 — consistent with delisting","_bmad-output/implementation-artifacts/venue-backfill-evidence/results.csv row 'LQPE' (outcome=not_found, 20.004s, 2 attempt(s)); catalog_instruments.date_range_end_daily=2026-03-23"
LSST,"IBKR contract database returned no matching contract (sweep 2026-07-25); last daily bar 2024-09-25, before the catalog cutoff 2026-05-01 — consistent with delisting","_bmad-output/implementation-artifacts/venue-backfill-evidence/results.csv row 'LSST' (outcome=not_found, 20.006s, 2 attempt(s)); catalog_instruments.date_range_end_daily=2024-09-25"
LUX,"IBKR contract database returned no matching contract (sweep 2026-07-25); last daily bar 2025-08-06, before the catalog cutoff 2026-05-01 — consistent with delisting","_bmad-output/implementation-artifacts/venue-backfill-evidence/results.csv row 'LUX' (outcome=not_found, 20.005s, 2 attempt(s)); catalog_instruments.date_range_end_daily=2025-08-06"
LUXX,"IBKR contract database returned no matching contract (sweep 2026-07-25); last daily bar 2024-11-27, before the catalog cutoff 2026-05-01 — consistent with delisting","_bmad-output/implementation-artifacts/venue-backfill-evidence/results.csv row 'LUXX' (outcome=not_found, 20.008s, 2 attempt(s)); catalog_instruments.date_range_end_daily=2024-11-27"
LVOL,"IBKR contract database returned no matching contract (sweep 2026-07-25); last daily bar 2025-04-22, before the catalog cutoff 2026-05-01 — consistent with delisting","_bmad-output/implementation-artifacts/venue-backfill-evidence/results.csv row 'LVOL' (outcome=not_found, 20.008s, 2 attempt(s)); catalog_instruments.date_range_end_daily=2025-04-22"
LYFE,"IBKR contract database returned no matching contract (sweep 2026-07-25); last daily bar 2023-08-03, before the catalog cutoff 2026-05-01 — consistent with delisting","_bmad-output/implementation-artifacts/venue-backfill-evidence/results.csv row 'LYFE' (outcome=not_found, 20.010s, 2 attempt(s)); catalog_instruments.date_range_end_daily=2023-08-03"
MAAX,"IBKR contract database returned no matching contract (sweep 2026-07-25); last daily bar 2023-06-22, before the catalog cutoff 2026-05-01 — consistent with delisting","_bmad-output/implementation-artifacts/venue-backfill-evidence/results.csv row 'MAAX' (outcome=not_found, 20.010s, 2 attempt(s)); catalog_instruments.date_range_end_daily=2023-06-22"
MAGQ,"IBKR contract database returned no matching contract (sweep 2026-07-25); last daily bar 2024-11-27, before the catalog cutoff 2026-05-01 — consistent with delisting","_bmad-output/implementation-artifacts/venue-backfill-evidence/results.csv row 'MAGQ' (outcome=not_found, 20.005s, 2 attempt(s)); catalog_instruments.date_range_end_daily=2024-11-27"
MARB,"IBKR contract database returned no matching contract (sweep 2026-07-25); traded to the catalog cutoff 2026-05-01, so delisted between then and the sweep","_bmad-output/implementation-artifacts/venue-backfill-evidence/results.csv row 'MARB' (outcome=not_found, 20.005s, 2 attempt(s)); catalog_instruments.date_range_end_daily=2026-05-01"
MBCC,"IBKR contract database returned no matching contract (sweep 2026-07-25); traded to the catalog cutoff 2026-05-01, so delisted between then and the sweep","_bmad-output/implementation-artifacts/venue-backfill-evidence/results.csv row 'MBCC' (outcome=not_found, 20.009s, 2 attempt(s)); catalog_instruments.date_range_end_daily=2026-05-01"
MBNE,"IBKR contract database returned no matching contract (sweep 2026-07-25); traded to the catalog cutoff 2026-05-01, so delisted between then and the sweep","_bmad-output/implementation-artifacts/venue-backfill-evidence/results.csv row 'MBNE' (outcome=not_found, 20.006s, 2 attempt(s)); catalog_instruments.date_range_end_daily=2026-05-01"
MCSE,"IBKR contract database returned no matching contract (sweep 2026-07-25); last daily bar 2026-01-08, before the catalog cutoff 2026-05-01 — consistent with delisting","_bmad-output/implementation-artifacts/venue-backfill-evidence/results.csv row 'MCSE' (outcome=not_found, 20.002s, 2 attempt(s)); catalog_instruments.date_range_end_daily=2026-01-08"
MDCP,"IBKR contract database returned no matching contract (sweep 2026-07-25); last daily bar 2025-04-23, before the catalog cutoff 2026-05-01 — consistent with delisting","_bmad-output/implementation-artifacts/venue-backfill-evidence/results.csv row 'MDCP' (outcome=not_found, 20.005s, 2 attempt(s)); catalog_instruments.date_range_end_daily=2025-04-23"
MINC,"IBKR contract database returned no matching contract (sweep 2026-07-25); last daily bar 2023-09-22, before the catalog cutoff 2026-05-01 — consistent with delisting","_bmad-output/implementation-artifacts/venue-backfill-evidence/results.csv row 'MINC' (outcome=not_found, 20.003s, 2 attempt(s)); catalog_instruments.date_range_end_daily=2023-09-22"
MJUS,"IBKR contract database returned no matching contract (sweep 2026-07-25); last daily bar 2025-01-27, before the catalog cutoff 2026-05-01 — consistent with delisting","_bmad-output/implementation-artifacts/venue-backfill-evidence/results.csv row 'MJUS' (outcome=not_found, 20.002s, 2 attempt(s)); catalog_instruments.date_range_end_daily=2025-01-27"
MLPO,"IBKR contract database returned no matching contract (sweep 2026-07-25); last daily bar 2023-11-07, before the catalog cutoff 2026-05-01 — consistent with delisting","_bmad-output/implementation-artifacts/venue-backfill-evidence/results.csv row 'MLPO' (outcome=not_found, 20.002s, 2 attempt(s)); catalog_instruments.date_range_end_daily=2023-11-07"
